desired_identifier,cadidate_identifier,desired_given_exp,candidate_given_exp,Penality Given,Global Similarity Given,Final Similarity Given,desired_then_exp,candidate_then_exp,Penality Then,Global Similarity Then,Final Similarity Then,Scenario Similarity,desired_given_vars,candidate_given_vars,desired_then_vars,candidate_then_vars,intersection_given_vars,intersection_then_vars,given_plus,given_less,then_plus,then_less,#given_plus,#given_less,#then_plus,#then_less,tipo_de_erro,tipo_de_erro_num,tipo_de_erro_jittered
Desired_67,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.167,b,"battery, satellite_count, wind_speed","height, b","height, source_distance",,height,b,"satellite_count, battery, wind_speed",b,source_distance,1,3,1,1,Combined,1,1.0483729839655904
Desired_68,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.167,b,"battery, satellite_count, wind_speed","source_distance, a","height, source_distance",,source_distance,b,"satellite_count, battery, wind_speed",a,height,1,3,1,1,Combined,1,0.9949221890344799
Desired_69,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.167,b,"battery, satellite_count, wind_speed","source_distance, b","height, source_distance",,source_distance,b,"satellite_count, battery, wind_speed",b,height,1,3,1,1,Combined,1,1.0281970514925112
Desired_70,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.0,b,"battery, satellite_count, wind_speed","a, b","height, source_distance",,,b,"satellite_count, battery, wind_speed","a, b","source_distance, height",1,3,2,2,Combined,1,0.9539078467494266
Desired_71,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.23,b,"battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",,"source_distance, height",b,"satellite_count, battery, wind_speed",a,,1,3,1,0,Combined,1,1.017304833899349
Desired_72,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.23,b,"battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",,"source_distance, height",b,"satellite_count, battery, wind_speed",b,,1,3,1,0,Combined,1,0.9136207117434847
Desired_73,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.115,b,"battery, satellite_count, wind_speed","height, a, b","height, source_distance",,height,b,"satellite_count, battery, wind_speed","a, b",source_distance,1,3,2,1,Combined,1,1.0074107985070317
Desired_74,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.115,b,"battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",,source_distance,b,"satellite_count, battery, wind_speed","a, b",height,1,3,2,1,Combined,1,1.0733990492006007
Desired_75,candidate,b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.175,b,"battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",,"source_distance, height",b,"satellite_count, battery, wind_speed","a, b",,1,3,2,0,Combined,1,0.9428541783988279
Desired_76,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.954,"battery, satellite_count","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, battery",height,,wind_speed,,source_distance,0,1,0,1,Missing,0,0.08980590953553214
Desired_77,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.954,"battery, satellite_count","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, battery",source_distance,,wind_speed,,height,0,1,0,1,Missing,0,0.09555858281048285
Desired_78,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"battery, satellite_count","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, battery",,,wind_speed,a,"source_distance, height",0,1,1,2,Combined,1,1.023624807291763
Desired_79,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"battery, satellite_count","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, battery",,,wind_speed,b,"source_distance, height",0,1,1,2,Combined,1,1.0789958090455305
Desired_80,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.984,"battery, satellite_count","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, battery","source_distance, height",,wind_speed,,,0,1,0,0,Missing,0,0.021217928453119914
Desired_81,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, satellite_count","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, battery",height,,wind_speed,a,source_distance,0,1,1,1,Combined,1,1.0352935484849741
Desired_82,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, satellite_count","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, battery",height,,wind_speed,b,source_distance,0,1,1,1,Combined,1,1.0222898670288683
Desired_83,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, satellite_count","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery",source_distance,,wind_speed,a,height,0,1,1,1,Combined,1,0.9878079095723669
Desired_84,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, satellite_count","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery",source_distance,,wind_speed,b,height,0,1,1,1,Combined,1,0.9291822431075234
Desired_85,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"battery, satellite_count","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery",,,wind_speed,"a, b","source_distance, height",0,1,2,2,Combined,1,1.002851936171164
Desired_86,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.881,"battery, satellite_count","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery","source_distance, height",,wind_speed,a,,0,1,1,0,Combined,1,0.9312651774672017
Desired_87,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.881,"battery, satellite_count","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery","source_distance, height",,wind_speed,b,,0,1,1,0,Combined,1,1.0519237060628859
Desired_88,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.766,"battery, satellite_count","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery",height,,wind_speed,"a, b",source_distance,0,1,2,1,Combined,1,1.0136905735912094
Desired_89,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.766,"battery, satellite_count","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, battery",source_distance,,wind_speed,"a, b",height,0,1,2,1,Combined,1,0.9761018313425406
Desired_90,candidate,battery >= 10 AND satellite_count >= 7,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.826,"battery, satellite_count","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, battery","source_distance, height",,wind_speed,"a, b",,0,1,2,0,Combined,1,0.916746176478505
Desired_91,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.954,"battery, wind_speed","battery, satellite_count, wind_speed",height,"height, source_distance","battery, wind_speed",height,,satellite_count,,source_distance,0,1,0,1,Missing,0,-0.04201887257858126
Desired_92,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.954,"battery, wind_speed","battery, satellite_count, wind_speed",source_distance,"height, source_distance","battery, wind_speed",source_distance,,satellite_count,,height,0,1,0,1,Missing,0,0.031155306286977213
Desired_93,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"battery, wind_speed","battery, satellite_count, wind_speed",a,"height, source_distance","battery, wind_speed",,,satellite_count,a,"source_distance, height",0,1,1,2,Combined,1,1.052097717842935
Desired_94,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"battery, wind_speed","battery, satellite_count, wind_speed",b,"height, source_distance","battery, wind_speed",,,satellite_count,b,"source_distance, height",0,1,1,2,Combined,1,1.0411040995188583
Desired_95,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.984,"battery, wind_speed","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","battery, wind_speed","source_distance, height",,satellite_count,,,0,1,0,0,Missing,0,0.016897988271707604
Desired_96,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, wind_speed","battery, satellite_count, wind_speed","height, a","height, source_distance","battery, wind_speed",height,,satellite_count,a,source_distance,0,1,1,1,Combined,1,1.07449474456625
Desired_97,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, wind_speed","battery, satellite_count, wind_speed","height, b","height, source_distance","battery, wind_speed",height,,satellite_count,b,source_distance,0,1,1,1,Combined,1,1.0879370959210406
Desired_98,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, wind_speed","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","battery, wind_speed",source_distance,,satellite_count,a,height,0,1,1,1,Combined,1,0.9736861789077945
Desired_99,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"battery, wind_speed","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","battery, wind_speed",source_distance,,satellite_count,b,height,0,1,1,1,Combined,1,1.0355330315091817
Desired_100,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"battery, wind_speed","battery, satellite_count, wind_speed","a, b","height, source_distance","battery, wind_speed",,,satellite_count,"a, b","source_distance, height",0,1,2,2,Combined,1,0.9195353678299002
Desired_101,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.881,"battery, wind_speed","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","battery, wind_speed","source_distance, height",,satellite_count,a,,0,1,1,0,Combined,1,1.0260027488177026
Desired_102,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.881,"battery, wind_speed","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","battery, wind_speed","source_distance, height",,satellite_count,b,,0,1,1,0,Combined,1,0.9062344794520494
Desired_103,candidate,battery >= 10 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.766,"battery, wind_speed","battery, satellite_count, wind_speed","height, a, b","height, source_distance","battery, wind_speed",height,,satellite_count,"a, b",source_distance,0,1,2,1,Combined,1,1.0078317592423567
